LNR,RESPONSE
24988,0.014174479
25298,0.0065607396
25309,0.027928354
25315,0.0054012462
25014,0.014174479
25322,0.0054012462
25333,0.028803095
25025,0.016421529
24726,0.006743683
24735,0.014174479
25055,0.0060755755
25056,0.005782521
24746,0.02747831
25061,0.009373869
25067,0.005586769
25074,0.0054012462
24773,0.0065058535
25080,0.014174479
25086,0.029874165
25088,0.0060755755
24777,0.006979446
24796,0.0054012462
25104,0.0055627353
24806,0.0054012462
25118,0.0097882515
24822,0.014174479
82811,0.030597975
83449,0.044185348
83459,0.014174479
83770,0.014174479
84091,0.005586769
84096,0.005936295
84737,0.019734966
85048,0.014174479
85049,0.038204722
85051,0.0057163998
85369,0.0054012462
85374,0.0054012462
85380,0.03998506
82190,0.005978037
82505,0.014174479
82515,0.00737403
82517,0.010467263
82821,0.014174479
83140,0.014174479
788,0.0054012462
1102,0.006556536
1109,0.0056565576
821,0.0054012462
829,0.0060071936
837,0.038313154
845,0.014174479
1163,0.02747831
861,0.014174479
899,0.0054012462
1207,0.042717732
906,0.005586769
1221,0.040218692
1545,0.006556536
1546,0.04156036
1555,0.0054012462
1556,0.026393985
1879,0.0054012462
1885,0.023941189
1593,0.005639229
1902,0.03168705
1611,0.005586769
1921,0.005981061
1927,0.03506989
1651,0.006927633
1978,0.032291885
1718,0.006227923
1722,0.0065805884
1734,0.022687277
41705,0.005981061
41711,0.014174479
41712,0.007502016
42029,0.0054012462
42347,0.0060755755
42352,0.0060755755
42353,0.010719055
42671,0.019894743
42987,0.0097882515
43310,0.005968185
43627,0.006803728
43629,0.006791637
43945,0.016796408
43953,0.0071323914
43954,0.03164773
43961,0.0054012462
44280,0.006791637
44917,0.0054012462
44924,0.033124954
44927,0.0054012462
45244,0.010467263
45570,0.025567008
45584,0.036899082
41721,0.005832878
41739,0.014174479
42054,0.028696664
42369,0.0054012462
42689,0.011509488
43019,0.011478039
43331,0.03452199
51328,0.011315717
51644,0.0311297
51653,0.030639214
51969,0.006471827
52308,0.034797158
52310,0.0066726943
52626,0.036180194
52638,0.0054012462
52940,0.0054012462
52954,0.037474472
55194,0.014174479
55196,0.0063622743
55526,0.014174479
55847,0.0060755755
55848,0.014174479
51024,0.014174479
51031,0.006106119
51342,0.038937543
51348,0.0054012462
51666,0.006339015
51674,0.0054012462
51680,0.06431335
52331,0.006351796
53302,0.014174479
82163,0.060538165
82481,0.005584621
82498,0.006927633
55852,0.014174479
55858,0.006662708
55859,0.006339015
51037,0.014174479
51039,0.0056565576
51683,0.026303694
51685,0.005586769
51695,0.005584621
51702,0.0054012462
52343,0.022067934
52353,0.014174479
53314,0.014174479
53322,0.016796408
53950,0.037560076
54597,0.006284114
54925,0.0067267893
55245,0.02907528
55558,0.014174479
55882,0.0310791
51384,0.006556536
51703,0.02747831
51706,0.010319086
51711,0.02687039
52041,0.007256142
52047,0.0054012462
52369,0.03535116
52689,0.0054012462
53331,0.0054012462
53341,0.0054012462
63455,0.03290156
63780,0.0060755755
63783,0.014174479
64096,0.006655195
64104,0.005779597
64109,0.009255547
64422,0.006339015
65391,0.014174479
65705,0.0070155747
65709,0.005978037
61568,0.014174479
62203,0.017115975
62850,0.008314056
62851,0.034849912
63164,0.007392171
63491,0.020475464
63796,0.0060755755
63799,0.04261751
63802,0.006284114
63812,0.021751424
64127,0.0060755755
64449,0.031881463
64771,0.005936295
65082,0.014174479
65399,0.0054012462
66039,0.014174479
66048,0.005586769
71758,0.035145298
72077,0.014174479
72087,0.014174479
72405,0.027076505
72723,0.0070155747
72735,0.0062127253
73046,0.0058077914
73682,0.007256142
73694,0.0054012462
73696,0.04316079
74317,0.032632377
74974,0.007068121
75286,0.0054012462
75605,0.005776406
75612,0.014174479
75929,0.016796408
76239,0.0054012462
71471,0.005936295
71776,0.0054012462
71779,0.014174479
72112,0.005586769
72417,0.0068701743
72420,0.0054012462
72425,0.041268338
73073,0.006566367
73393,0.008379007
73714,0.0054012462
74337,0.04337483
74347,0.0054012462
74354,0.040253986
74666,0.005586769
74667,0.014174479
74990,0.042492967
75949,0.0062127253
75952,0.006333206
71486,0.038732946
71805,0.028803095
71813,0.03427537
72130,0.005779597
72437,0.006146519
82469,0.014174479
82788,0.0062570986
82793,0.014174479
83111,0.014174479
83113,0.0054012462
83420,0.037562195
83425,0.006284114
83428,0.014174479
83433,0.007412105
83759,0.03554048
84381,0.037317045
84709,0.02876944
85024,0.027419308
85026,0.00634308
85671,0.033554085
35158,0.0060755755
34851,0.005639229
34853,0.02322928
34859,0.0054012462
35162,0.011015841
35165,0.014174479
34865,0.0060844244
34877,0.015558715
34898,0.005639229
35203,0.0056565576
34902,0.011015841
34907,0.005586769
34930,0.03638969
34939,0.0054012462
35249,0.030561594
35561,0.006284114
35568,0.014174479
35572,0.0063622743
35574,0.014174479
35575,0.005776406
35889,0.014174479
35583,0.0054012462
35587,0.0063973074
35597,0.005639229
35900,0.005586769
35602,0.04017798
35606,0.032095816
35922,0.005639229
35936,0.0054012462
41020,0.028528923
41028,0.028803095
41344,0.0060755755
41666,0.014174479
42319,0.031459574
42634,0.016421529
42944,0.031601164
42952,0.0067788656
42954,0.005586769
43274,0.005884736
43582,0.014174479
43590,0.0071737906
43594,0.040505614
43909,0.023263471
43917,0.042752698
44561,0.0054012462
45202,0.06467286
45210,0.005586769
41684,0.032790218
41691,0.0065805884
42333,0.0054012462
42660,0.005586769
42963,0.0067331227
42979,0.0054012462
43287,0.005832878
44582,0.014174479
45233,0.006284114
45544,0.006362558
45550,0.005981061
40729,0.0060755755
41379,0.014174479
41395,0.03078888
4332,0.006284114
4346,0.008421869
4044,0.050373852
5031,0.025641253
5033,0.010467263
5057,0.031505294
4737,0.015450462
5067,0.034907103
4757,0.0071295826
4758,0.014174479
4762,0.0054012462
4780,0.014174479
5183,0.0060755755
5191,0.0060201795
5198,0.014174479
4802,0.007921789
5126,0.014174479
5132,0.025401331
4830,0.031120788
5154,0.037806306
4854,0.014174479
4861,0.005850798
5180,0.010266185
4574,0.0061977054
4896,0.006429821
4592,0.006339015
4599,0.006399766
4914,0.032393835
4604,0.006836369
4932,0.0061839987
4623,0.0067267893
4633,0.05268223
4636,0.0067788656
4944,0.0054012462
4949,0.016421529
4644,0.014174479
4977,0.03030137
4674,0.014174479
4986,0.006429821
4683,0.0063622743
4686,0.0054012462
4691,0.006566367
4700,0.028938524
5018,0.0067763943
5341,0.038209803
5646,0.027625328
5647,0.014174479
5649,0.005586769
5661,0.006339015
5671,0.034560338
5677,0.03933817
5375,0.006284114
5396,0.016421529
5410,0.0054012462
5411,0.0074131577
5714,0.028971387
5427,0.005782521
5436,0.006281699
5725,0.031380907
5733,0.027647693
5454,0.06214256
10241,0.005586769
10566,0.0054012462
10579,0.005586769
929,0.005586769
935,0.041210465
1261,0.006284114
951,0.005586769
952,0.014174479
955,0.006566367
1295,0.043492023
966,0.0054012462
974,0.005978763
1305,0.0060755755
995,0.047382236
998,0.0054012462
1403,0.043542985
1001,0.011157489
1009,0.0054012462
1338,0.054295264
1029,0.014174479
1053,0.005586769
1062,0.005639229
1067,0.0056565576
1071,0.0054012462
9957,0.0060755755
9960,0.029502274
9671,0.014174479
9680,0.035106584
9982,0.041640084
9700,0.020903906
9712,0.014174479
10023,0.046978462
10042,0.0063622743
10043,0.010467263
10048,0.039459653
10049,0.006556536
10054,0.0054012462
10057,0.006556536
10388,0.008314056
10396,0.0066726943
10700,0.0054012462
10716,0.014174479
10418,0.0060755755
10730,0.028803095
10733,0.0054012462
10429,0.053732242
10844,0.006927633
10856,0.005586769
10448,0.006284114
10451,0.005586769
10458,0.0073260516
10743,0.0059490437
10753,0.0054012462
10756,0.005936295
10465,0.024555465
10488,0.03570197
10490,0.006855332
10495,0.014174479
10510,0.0054012462
10818,0.005912683
10531,0.0067267893
10823,0.0054012462
10544,0.03735756
10553,0.0054012462
31437,0.005586769
31442,0.011628054
31451,0.035787944
31453,0.047319688
31143,0.032665342
31146,0.0066726943
31149,0.014174479
31460,0.0085606575
31466,0.031688675
31472,0.014174479
31788,0.010053042
32113,0.014174479
31807,0.0054012462
32122,0.0063622743
32127,0.0069015864
31820,0.0064972667
31832,0.014174479
32267,0.0054012462
31860,0.0054012462
31873,0.022330996
32168,0.029993558
32177,0.014174479
31882,0.014174479
31896,0.031113029
31910,0.005845489
32211,0.04024892
32232,0.043661006
31943,0.014174479
31950,0.008820217
32243,0.05299844
31966,0.006429821
31976,0.03523703
31666,0.009950323
31674,0.005936295
31989,0.027269037
31990,0.0063622743
31991,0.005639229
31997,0.005779597
31692,0.014174479
31719,0.00756535
31723,0.03437307
32039,0.0057163998
32042,0.006566367
31739,0.014174479
32061,0.006284114
32062,0.0077330903
44333,0.0054012462
44656,0.005825635
44658,0.019855117
44976,0.0067267893
44990,0.014174479
45312,0.010319086
45644,0.00785816
41146,0.014174479
41459,0.029677678
41462,0.0073596435
41787,0.0054012462
42422,0.026130646
42743,0.0060755755
43076,0.0060755755
44350,0.0055232584
44353,0.0064999815
44356,0.005782521
25163,0.014174479
25490,0.007200122
25811,0.014174479
25501,0.016796408
25502,0.0068074833
25505,0.0054012462
25835,0.0054012462
25966,0.006729061
25973,0.0065805884
25570,0.007256142
25862,0.0066726943
25871,0.0054012462
25877,0.0054012462
34738,0.005586769
34445,0.0065805884
34447,0.005639229
34754,0.016421529
34764,0.04173213
34772,0.024210365
34775,0.005586769
34484,0.0077330903
34180,0.030540997
34199,0.014174479
34527,0.014174479
34226,0.034804158
34555,0.0060755755
34243,0.032551
34252,0.006248909
34267,0.005586769
34276,0.035169538
34584,0.0067267893
34283,0.014174479
34290,0.0069663054
34291,0.006140082
34295,0.03848282
34599,0.0054012462
34603,0.036007985
35267,0.014174479
35270,0.0058077914
35279,0.021331027
35300,0.0067001465
34981,0.005782521
35338,0.026004858
35425,0.030728605
35426,0.014174479
35432,0.045055933
35022,0.03846115
35347,0.0063727163
35062,0.052192062
35072,0.0054012462
35104,0.0065239947
35106,0.014174479
35114,0.0062144417
35131,0.006638358
21744,0.006021598
21754,0.00634308
21784,0.006638358
22088,0.005586769
22095,0.0054012462
21806,0.029309625
21811,0.0070904437
22099,0.02843372
22104,0.033717196
21819,0.014174479
21822,0.0054012462
21834,0.0089078555
21858,0.042242378
21862,0.028313838
21875,0.0055232584
22163,0.0055627353
21909,0.005776406
21910,0.0357225
21913,0.038896408
21650,0.0054012462
21966,0.0062570986
21977,0.014174479
21662,0.006284114
21665,0.005586769
21668,0.0054012462
21683,0.0062127253
21697,0.030058093
22665,0.005779597
31548,0.0060755755
31553,0.005832878
31555,0.006281699
31232,0.006284114
31647,0.0054012462
31243,0.0054012462
31266,0.024873953
31274,0.0063266316
31590,0.0057163998
31294,0.0054012462
31296,0.026161317
31600,0.0069015864
31314,0.0057665855
31358,0.0054012462
31369,0.007324162
31376,0.0065805884
31070,0.0054012462
31382,0.005639229
31385,0.0067267893
31393,0.0054012462
31086,0.0063622743
31114,0.0054012462
12861,0.005639229
13182,0.014174479
13185,0.0077114995
13190,0.0054012462
13194,0.030370288
13536,0.014174479
13542,0.0067128167
13559,0.006662708
13600,0.0054012462
13608,0.03408649
13922,0.008314056
13934,0.014174479
13634,0.0065805884
13948,0.033518206
13961,0.0757238
13973,0.032103557
13976,0.005782521
13987,0.0066726943
13989,0.0070894933
13993,0.006284114
13685,0.006979446
13397,0.04139185
13714,0.005586769
13408,0.0056565576
13416,0.036177784
13734,0.014174479
13429,0.014174479
13743,0.0054012462
13745,0.0071122
13440,0.029677678
13455,0.005782521
13461,0.014174479
13469,0.035410617
13780,0.007385079
13483,0.006180872
13486,0.0055627353
13805,0.039712977
13503,0.005586769
13821,0.0054012462
14154,0.006879723
14463,0.039957825
14464,0.0056565576
14467,0.0054012462
14484,0.0054012462
14494,0.014174479
14182,0.028803095
14513,0.0054012462
14517,0.014174479
14200,0.007256142
14230,0.014174479
14533,0.0054012462
14536,0.025543228
14245,0.03126883
14246,0.005936295
14260,0.0061839987
14263,0.04505635
14571,0.014174479
14574,0.0063622743
14278,0.0054012462
14279,0.0076855123
14585,0.028342083
14589,0.050069604
14590,0.006886536
3494,0.014174479
3497,0.0054012462
3824,0.010319086
3839,0.014174479
3513,0.039945833
3937,0.0065607396
3532,0.0054012462
3533,0.0077330903
3537,0.03232504
3848,0.014174479
3543,0.032254297
3549,0.04240624
3553,0.005639229
3871,0.0054012462
3880,0.0069015864
3568,0.0311297
3573,0.006372257
3898,0.028509807
3585,0.006355098
3591,0.014174479
3313,0.028479163
3628,0.019855117
3356,0.0054012462
3666,0.006281699
3390,0.0060755755
3704,0.0076411176
3719,0.006339015
3406,0.014174479
3722,0.036805242
3438,0.027560228
3743,0.02394684
3751,0.005586769
4386,0.005832878
4081,0.040490642
4084,0.0068450705
4086,0.03494997
4407,0.014174479
4420,0.014174479
4106,0.005586769
4108,0.009271972
4113,0.058395818
4114,0.0054012462
4429,0.0066726943
4433,0.036509823
4124,0.0060755755
4145,0.03771961
4465,0.014174479
4218,0.005981061
4504,0.0056565576
4520,0.014174479
4523,0.0072533567
4249,0.0089078555
3946,0.005586769
3950,0.0056565576
4293,0.0069613988
5752,0.014174479
5470,0.005981061
5775,0.0058077914
5777,0.0065805884
5492,0.00737403
5494,0.02503372
5495,0.0062324903
5788,0.030881962
5793,0.014174479
14054,0.03455287
14057,0.02089194
14398,0.0054012462
14416,0.0054012462
14098,0.0071227103
14100,0.014174479
14103,0.0060755755
14106,0.005776406
14421,0.014174479
14426,0.031430986
14430,0.014174479
14128,0.0069553684
14130,0.03333907
15110,0.0068074833
14789,0.016421529
14793,0.005586769
15120,0.005776406
15128,0.0054012462
15138,0.0064943274
14849,0.005586769
14853,0.0054012462
14859,0.0054012462
15199,0.007412105
14903,0.005779597
14929,0.007953525
14935,0.038229752
15253,0.007892873
14937,0.0063622743
14949,0.005586769
14951,0.0068220966
14676,0.014174479
15000,0.006284114
15014,0.005832878
14712,0.0054012462
15022,0.006284114
15037,0.019855117
15041,0.0065607396
14753,0.00634308
15062,0.0054012462
15072,0.006019284
14772,0.034724955
14775,0.005981061
15736,0.0054012462
15421,0.006556536
15424,0.039901394
15437,0.014174479
15752,0.029199054
15755,0.014174479
2158,0.0060755755
2160,0.006580881
2161,0.006284114
2490,0.014174479
2493,0.022212608
2497,0.037951846
3120,0.005586769
3123,0.007921789
2830,0.014174479
3145,0.0067023714
2871,0.0060755755
3282,0.00815802
3288,0.00856526
2883,0.0062127253
3187,0.014174479
2904,0.035653763
2909,0.0060755755
3205,0.014174479
3234,0.0054012462
3244,0.006339015
3245,0.006248909
3248,0.034199353
2960,0.014174479
2964,0.056932554
3260,0.0060755755
3275,0.0054012462
3279,0.028803095
2984,0.00591041
2987,0.005584621
2992,0.0054012462
2708,0.0063622743
2718,0.0054012462
3022,0.005912683
3036,0.0071234177
2720,0.006618041
2735,0.005586769
3053,0.005586769
3060,0.014174479
3071,0.034803685
3760,0.008731869
12309,0.006019284
12322,0.04148873
12352,0.005912683
12692,0.006284114
12382,0.014174479
12703,0.005586769
12710,0.0070155747
12727,0.0055232584
12428,0.0060341484
12444,0.0060755755
12447,0.032765068
12451,0.034100812
77557,0.0067860354
78505,0.014174479
78821,0.0065607396
79784,0.005586769
80100,0.0054012462
80423,0.0054012462
80437,0.046457905
80750,0.032874707
81060,0.0054012462
81068,0.014684324
81075,0.005586769
81381,0.014174479
76604,0.007256142
77252,0.0075752297
77562,0.0054012462
78212,0.0054012462
78214,0.03829335
78518,0.029416187
78520,0.005584621
78521,0.024625339
78857,0.0054012462
79163,0.0054012462
79803,0.006339015
80123,0.0067523313
80136,0.04281514
80138,0.0054012462
80450,0.005586769
80454,0.007021882
80455,0.032156948
80457,0.07392111
81401,0.006429821
2266,0.005776406
2595,0.014174479
2289,0.0056565576
2609,0.006927633
2611,0.014174479
2613,0.005779597
2616,0.007197317
2628,0.006339015
2654,0.007412105
2346,0.0055232584
2356,0.0054012462
2057,0.014174479
2364,0.030534394
2372,0.011015841
2083,0.014174479
2115,0.005753773
2116,0.008281653
2117,0.0063622743
2442,0.027061788
2454,0.0054012462
2147,0.005832878
71153,0.011015841
66365,0.0062344107
66998,0.008295249
67003,0.009215176
67007,0.04114113
67012,0.0054012462
67317,0.05829922
57463,0.006566367
58098,0.0056565576
58105,0.005586769
58414,0.007550206
58420,0.043275725
58746,0.014174479
59061,0.014174479
59068,0.06764676
59375,0.014174479
59376,0.006566367
59387,0.0058077914
59700,0.014174479
60026,0.0054012462
60028,0.006362558
60348,0.0054012462
60655,0.0054012462
60657,0.014174479
60973,0.026078349
56201,0.02328136
56525,0.006689618
56837,0.0065805884
56843,0.0077910344
56845,0.0054012462
57164,0.014174479
57805,0.006333206
57806,0.005639229
57808,0.005832878
58111,0.005586769
58436,0.03498191
58447,0.005586769
58751,0.0285835
59073,0.0075535867
59396,0.007197317
59405,0.014174479
59716,0.014174479
60037,0.005936295
60045,0.014174479
60357,0.0069246492
60363,0.0054012462
60672,0.045391876
60684,0.014174479
60687,0.009950323
61006,0.0054012462
56220,0.0057163998
56222,0.0056565576
56539,0.005779597
56540,0.006339015
56548,0.006721308
57497,0.006339015
57509,0.014174479
57821,0.0054012462
58135,0.006284114
58458,0.014174479
58790,0.023626542
59424,0.005782521
59425,0.005912683
65474,0.005912683
65484,0.005586769
65797,0.0054012462
65810,0.005639229
65812,0.0054012462
70503,0.014174479
70505,0.0054012462
70825,0.007537547
70831,0.0054012462
70832,0.0054012462
32454,0.005981061
32781,0.03020128
32789,0.00717888
32812,0.005586769
32506,0.00634308
32512,0.005586769
32844,0.011015841
32845,0.03111805
32852,0.043995682
32875,0.005586769
32897,0.014174479
32585,0.0059523303
32279,0.0054012462
32600,0.028342845
32610,0.0060755755
32615,0.014174479
32635,0.005779597
32638,0.032713313
32340,0.025258932
32345,0.006284114
32664,0.0060341484
32674,0.0054012462
32393,0.0060341484
32702,0.0067478204
32411,0.005586769
33048,0.016421529
33094,0.03283561
33402,0.031099718
33413,0.0065888544
33105,0.0054012462
33131,0.007761766
33168,0.007424218
33460,0.037361104
33461,0.0054012462
33473,0.014174479
33180,0.014174479
33214,0.005830636
33219,0.028171428
33226,0.005586769
32929,0.0057163998
32934,0.014174479
33241,0.0054012462
41842,0.033521265
42495,0.0054012462
42807,0.006281699
42808,0.0059057223
42810,0.034109782
43122,0.042689886
44100,0.014174479
44411,0.04081594
44418,0.0059553413
45388,0.007639972
45394,0.014174479
45399,0.0065805884
41541,0.014174479
41866,0.014174479
41875,0.0275359
42189,0.0071295826
42196,0.032136485
42517,0.014174479
42521,0.005776406
42829,0.014174479
43477,0.008223776
44119,0.014174479
44755,0.0054012462
45407,0.03438383
45414,0.010488636
40586,0.0061977054
40917,0.014174479
41572,0.03106852
41889,0.025543142
41891,0.005586769
41897,0.0265318
42202,0.0054012462
42216,0.014174479
42539,0.025360161
42855,0.005584621
43173,0.007385079
43482,0.014174479
43486,0.007002462
43487,0.005584621
43803,0.016421529
44131,0.00705725
44453,0.03837121
44776,0.006284114
45103,0.006859791
45436,0.03041631
40614,0.0063622743
40937,0.0054012462
41272,0.0054012462
41274,0.00748068
41586,0.005586769
41591,0.0054012462
41595,0.0066423174
42237,0.05432824
70257,0.014174479
75682,0.0054012462
76004,0.033344418
72500,0.0054012462
72817,0.0060755755
73461,0.032364454
73785,0.0061438894
73795,0.0054012462
73796,0.0061977054
74105,0.005586769
74116,0.025168976
74435,0.006339015
74743,0.007412105
75071,0.005639229
75709,0.005753773
73477,0.006284114
73483,0.037466
73798,0.02077887
74125,0.0075564007
74128,0.005586769
74450,0.0054012462
74769,0.0054012462
74774,0.044237837
75085,0.0055232584
75089,0.014174479
75406,0.023974294
76057,0.039026007
76374,0.0054012462
76376,0.0345991
71902,0.014174479
71903,0.034560386
72549,0.014174479
72550,0.04237077
73179,0.010055311
74466,0.014174479
77547,0.032427046
22773,0.0071192607
22469,0.014174479
22779,0.029424703
22795,0.014174479
22796,0.0055627353
22482,0.006566367
22487,0.02982348
22491,0.0060755755
22817,0.045436833
22216,0.049111225
22537,0.014174479
22542,0.006566367
22556,0.02915418
22568,0.005586769
22261,0.0054012462
22266,0.006248909
22274,0.00756535
22584,0.005639229
22281,0.00737403
22618,0.0054012462
22312,0.016261084
22329,0.014174479
22643,0.005586769
22959,0.040305406
23280,0.005936295
22996,0.0054012462
22997,0.005639229
23315,0.005586769
23033,0.014174479
23455,0.027580863
23339,0.031192001
23371,0.006019284
23080,0.025801567
23384,0.0063622743
23101,0.005639229
23118,0.0054012462
23400,0.005586769
23139,0.008314056
22850,0.006566367
22881,0.006362558
22891,0.0054012462
32071,0.005782521
32076,0.036960635
31775,0.014174479
32743,0.0060755755
32438,0.04576358
32443,0.0063622743
45011,0.005586769
45327,0.04422067
45332,0.0054012462
45334,0.010015565
40520,0.014174479
40846,0.014174479
41159,0.014174479
41489,0.0077068084
41807,0.03448052
41813,0.014174479
42128,0.04204871
42450,0.0054012462
43406,0.0054012462
43411,0.0060341484
43417,0.006504141
43726,0.04416468
45024,0.014174479
40853,0.006566367
41510,0.04204004
41514,0.02186551
41832,0.0054012462
41838,0.0054012462
42156,0.014174479
42475,0.005779597
42798,0.025833538
43107,0.040294506
43111,0.014174479
43120,0.0076956293
43121,0.014174479
43422,0.0054012462
44070,0.0054012462
45042,0.014174479
40546,0.005850798
41522,0.014174479
54649,0.005586769
54650,0.014174479
54973,0.030575993
54986,0.0056565576
55300,0.0054012462
55306,0.0054012462
55617,0.014174479
55619,0.03276559
51440,0.005584621
51442,0.006691678
51443,0.0054012462
51772,0.008314056
52104,0.014174479
52424,0.014174479
52434,0.029696714
53069,0.0055232584
54025,0.02558545
54362,0.0056565576
54674,0.006803728
54678,0.014174479
54995,0.046398833
55314,0.04147211
55322,0.040691223
55639,0.045827046
55644,0.005936295
51135,0.014174479
51462,0.014174479
51466,0.0054012462
52123,0.0054012462
52456,0.014174479
52776,0.014174479
53090,0.005981061
53095,0.03501764
53407,0.014174479
53729,0.0054012462
53735,0.014174479
54047,0.0054012462
54692,0.014174479
55017,0.031430986
55020,0.030038388
55027,0.016421529
55028,0.033758275
55657,0.0063622743
55660,0.026146395
50841,0.06331303
50846,0.006284114
52143,0.0054012462
53436,0.005912683
53758,0.005782521
54064,0.024258545
54073,0.035873752
54395,0.005586769
54397,0.0076119187
54402,0.014174479
55048,0.005968185
55358,0.014174479
55678,0.0060755755
50858,0.01587418
51181,0.0054012462
66118,0.03557689
66125,0.0054012462
61671,0.005776406
62299,0.014174479
62613,0.005586769
63253,0.040261336
63255,0.05401526
63577,0.042274293
63580,0.011478039
63586,0.0065697525
64217,0.0054012462
64223,0.007197317
64226,0.007197317
64855,0.029309973
65189,0.005776406
65497,0.014174479
65816,0.0060755755
61368,0.005586769
61994,0.014174479
61996,0.0056565576
62010,0.014174479
62960,0.014174479
62961,0.033527493
63288,0.008281653
63596,0.009577249
64558,0.006425941
64562,0.0054012462
64882,0.0054012462
65210,0.033187818
66156,0.026543507
61705,0.0063036242
62026,0.0060755755
62348,0.006284114
62656,0.016796408
62665,0.0070155747
62974,0.005830636
62988,0.006556536
63295,0.006823231
63297,0.0063622743
63305,0.005586769
63624,0.005586769
64895,0.030129863
65216,0.0054012462
65228,0.045125943
65863,0.0054012462
65870,0.014174479
61084,0.030197693
61716,0.008905751
62686,0.014174479
62689,0.0063622743
62692,0.0054012462
63319,0.0054012462
68020,0.006284114
68337,0.005586769
68660,0.005639229
68673,0.03950487
68977,0.0066051157
69297,0.014174479
69306,0.02747831
54522,0.014174479
54848,0.0064972667
55154,0.0057163998
55163,0.014174479
55165,0.03429852
55805,0.014174479
55808,0.0054012462
50990,0.011015841
51641,0.0054012462
51964,0.0054012462
52607,0.014174479
52608,0.005639229
52924,0.0066423174
52934,0.0067267893
53253,0.031430986
53262,0.0054012462
53902,0.005586769
54205,0.00937548
54208,0.007550206
54218,0.0054012462
54861,0.008196942
54862,0.005584621
51001,0.028504094
61152,0.007326204
61155,0.005639229
61162,0.005586769
61793,0.014174479
